6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
6	6	6	6	6	6	6	6	6	6	5	1	1	1	4	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
6	6	6	6	6	6	6	6	6	6	0	6	6	6	0	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
6	6	6	6	6	6	6	6	6	6	0	6	6	6	0	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
6	6	6	6	6	6	6	6	6	6	0	6	6	6	0	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
6	6	6	6	6	6	6	6	6	6	2	1	1	4	0	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
6	6	6	6	6	6	6	6	6	6	6	6	6	0	0	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
6	6	6	6	6	6	6	6	6	6	6	6	6	0	0	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
6	6	6	6	6	6	6	6	6	6	6	6	6	0	0	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
6	6	6	6	6	6	6	6	6	6	6	6	6	0	0	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
6	6	6	6	6	6	6	6	6	6	5	1	1	3	2	4	6	6	6	6	6	6	6	6	6	6	6	6	6	6
6	6	6	6	6	6	6	6	6	6	0	6	6	6	6	0	6	6	6	6	6	6	6	6	6	6	6	6	6	6
6	6	6	6	6	6	6	6	6	6	0	6	6	6	6	0	6	6	6	6	6	6	6	6	6	6	6	6	6	6
6	6	6	6	6	6	6	6	6	6	0	6	6	6	6	2	1	1	1	4	6	6	6	6	6	6	6	6	6	6
6	6	6	6	6	6	6	6	6	6	0	6	6	6	6	6	6	6	6	0	6	6	6	6	6	6	6	6	6	6
6	6	6	6	6	6	6	6	6	6	2	1	1	4	1	5	1	1	1	3	6	6	6	6	6	6	6	6	6	6
6	6	6	6	6	6	6	6	6	6	6	6	6	0	6	0	6	6	6	6	6	6	6	6	6	6	6	6	6	6
6	6	6	6	6	6	6	6	6	6	6	6	6	0	6	2	1	1	1	1	1	1	1	1	1	1	1	4	6	6
6	6	6	6	6	6	6	6	6	6	6	6	6	0	6	5	1	1	4	6	6	6	6	6	6	6	6	0	6	6
6	6	6	6	6	6	6	6	6	6	6	6	6	0	6	0	6	6	0	6	6	6	6	6	6	6	6	0	6	6
6	6	5	1	1	1	1	1	1	1	1	4	6	2	1	3	6	6	0	6	6	6	6	6	6	6	6	0	6	6
6	6	0	6	6	6	6	6	6	6	6	0	6	6	6	6	6	6	0	6	6	6	6	6	6	6	6	0	6	6
6	6	0	6	6	6	6	6	6	6	6	0	6	6	6	6	6	6	0	6	6	6	6	6	6	6	6	0	6	6
6	6	0	6	6	6	6	6	6	6	6	0	6	6	6	6	6	6	0	6	6	6	6	6	6	6	6	0	6	6
6	6	0	6	6	6	6	6	6	6	6	2	1	1	1	1	1	1	3	6	6	6	6	6	6	6	6	0	6	6
6	6	0	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	0	6	6
6	6	0	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	0	6	6
6	6	0	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	0	6	6
6	6	0	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	0	6	6
6	6	0	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	0	6	6
6	6	0	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	0	6	6
6	6	0	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	0	6	6
6	6	0	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	0	6	6
6	6	0	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	0	6	6
6	6	0	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	0	6	6
6	6	0	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	0	6	6
